,LIBNAME,new
3942,HOME TOWNSHIP LIBRARY,-5.050563248779638
3943,HOMER PUBLIC LIBRARY,-3.8070562106557926
3945,HOUGHTON LAKE PUBLIC LIBRARY,-6.133590604872854
3947,HOWELL CARNEGIE DISTRICT LIBRARY,-4.779999628396642
3948,HUDSON PUBLIC LIBRARY,-3.8669302387080147
3949,GARY BYKER MEMORIAL LIBRARY OF HUDSONVILLE,-3.6271524186857382
3950,HUNTINGTON WOODS PUBLIC LIBRARY,-5.3442285693004745
3951,RUTH HUGHES MEMORIAL DISTRICT LIBRARY,-5.7102706015994995
3952,INDEPENDENCE TOWNSHIP LIBRARY,-5.268076279647937
3954,CARO AREA DISTRICT LIBRARY,-5.756592841038527
3955,INTERLOCHEN PUBLIC LIBRARY,-12.281581888498037
3956,IOSCO-ARENAC DISTRICT LIBRARY,-7.542932458346507
3957,IRONWOOD CARNEGIE LIBRARY,-5.63401392949441
3958,ISHPEMING CARNEGIE PUBLIC LIBRARY,-8.159423020142215
3960,JACKSON DISTRICT LIBRARY,-6.063681123471137
3962,FRANKENMUTH JAMES E. WICKSON DISTRICT LIBRARY,-5.86595101946963
3963,JONESVILLE DISTRICT LIBRARY,-5.672187519517314
3964,JORDAN VALLEY DISTRICT LIBRARY,-5.448246139266774
3965,KALAMAZOO PUBLIC LIBRARY,-5.375863922724158
3966,KALKASKA COUNTY LIBRARY,-7.995976126289359
3967,KENT DISTRICT LIBRARY,-3.294382116022602
3969,LAINGSBURG PUBLIC LIBRARY,-6.240895751404582
3971,LAKE ODESSA COMMUNITY LIBRARY,-4.4064963787915845
3972,LAPEER DISTRICT LIBRARY,-7.026105336624789
3974,LAWTON PUBLIC LIBRARY,-6.216217743904903
3977,LENAWEE COUNTY LIBRARY,-5.9737848481869
3978,LENOX TOWNSHIP LIBRARY,-5.980118122605392
3980,LINCOLN TOWNSHIP PUBLIC LIBRARY,-4.78482111362323
3982,LIVONIA PUBLIC LIBRARY,-5.630025642007323
3983,LOUTIT DISTRICT LIBRARY,-5.101621403325451
3985,LYON TOWNSHIP PUBLIC LIBRARY,-5.927786683989238
3986,LYONS TOWNSHIP DISTRICT LIBRARY,-5.5573628630343475
3989,MACKINAW AREA PUBLIC LIBRARY,-7.237399187320788
3990,MADISON HEIGHTS PUBLIC LIBRARY,-6.730570872640903
3992,MANCHESTER DISTRICT LIBRARY,-5.4943606523001245
3993,MANISTEE COUNTY LIBRARY,-6.237971165486184
3997,MARLETTE DISTRICT LIBRARY,-6.00341944862438
3998,MARSHALL DISTRICT LIBRARY,-3.7109087252616635
3999,MAUD PRESTON PALENSKE MEMORIAL LIBRARY,-4.523428571186977
4000,MAYVILLE DISTRICT PUBLIC LIBRARY,-6.737318521986641
4001,CHELSEA DISTRICT LIBRARY,-3.2507619523508136
4004,MENOMINEE COUNTY LIBRARY,-7.1112435426956795
4006,MILAN PUBLIC LIBRARY,-6.220673399748889
4007,MILFORD PUBLIC LIBRARY,-4.861900286646623
4008,MILLINGTON ARBELA DISTRICT LIBRARY,-6.935580141359174
4009,MISSAUKEE DISTRICT LIBRARY,-7.89024194120932
4010,HILLSDALE COMMUNITY LIBRARY,-6.2803358283048505
4011,MONROE COUNTY LIBRARY SYSTEM,-5.613688790616761
4012,MONTMORENCY COUNTY PUBLIC LIBRARIES,-4.9263524648936405
4013,MOORE PUBLIC LIBRARY,-6.54988071242891
4014,MORTON TOWNSHIP PUBLIC LIBRARY,-5.449021495239469
4015,MOUNT CLEMENS PUBLIC LIBRARY,-5.648311820257329
4017,MUNISING SCHOOL PUBLIC LIBRARY,-6.108001438098757
4018,MUSKEGON AREA DISTRICT LIBRARY,-7.321859698377467
4020,MACDONALD PUBLIC LIBRARY,-4.986857070291998
4021,NEW BUFFALO TOWNSHIP PUBLIC LIBRARY,-5.5680993050637895
4022,NEWAYGO AREA DISTRICT LIBRARY,-5.968953820739567
4023,NILES DISTRICT LIBRARY,-6.003919521486972
4025,NORTH BRANCH TOWNSHIP LIBRARY,-3.3252269561364294
4026,NORTHVILLE DISTRICT LIBRARY,-4.875682403394234
4027,NOTTAWA TOWNSHIP LIBRARY,-6.871303925358751
4028,NOVI PUBLIC LIBRARY,-4.408267201415186
4029,OAK PARK PUBLIC LIBRARY,-6.3989447024730355
4030,OAKLAND COUNTY RESEARCH LIBRARY,-5.600450362133669
4031,OGEMAW DISTRICT LIBRARY,-8.234769565183996
4033,ORION TOWNSHIP PUBLIC LIBRARY,-5.198333569212664
4036,OTSEGO COUNTY LIBRARY,-6.399343244046056
4037,OTSEGO DISTRICT PUBLIC LIBRARY,-5.358972862656534
4038,OVID PUBLIC LIBRARY,-6.801404810608761
4039,SHIAWASSEE DISTRICT LIBRARY,-6.524195262759117
4040,OXFORD PUBLIC LIBRARY,-4.65234620737683
4041,PARCHMENT COMMUNITY LIBRARY,-5.512256569628571
4042,PATHFINDER COMMUNITY LIBRARY,-4.114122124127111
4043,PAW PAW DISTRICT LIBRARY,-5.8703452372287765
4044,PENINSULA COMMUNITY LIBRARY,-11.303207618250845
4045,PENTWATER TOWNSHIP LIBRARY,-4.1617258948312
4046,PETER WHITE PUBLIC LIBRARY,-3.993047340032397
4047,PETOSKEY PUBLIC LIBRARY,-5.541787525806569
4048,PIGEON DISTRICT LIBRARY,-6.443834743293551
4049,PINCKNEY COMMUNITY PUBLIC LIBRARY,-3.717418550316875
4051,PLYMOUTH DISTRICT LIBRARY,-2.8904083829154774
4052,PONTIAC PUBLIC LIBRARY,-7.626631796166179
4054,PORTAGE LAKE DISTRICT LIBRARY,-5.532158322233992
4055,PORTAGE DISTRICT LIBRARY,-4.247247564227052
4056,PORTLAND DISTRICT LIBRARY,-6.51007831669857
4057,PRESQUE ISLE DISTRICT LIBRARY,-6.600906701102878
4058,PUTNAM DISTRICT LIBRARY,-8.780972476731627
4059,RAUCHHOLZ MEMORIAL LIBRARY,-6.705150326176258
4060,RAWSON MEMORIAL DISTRICT LIBRARY,-4.655838912511194
4062,REED CITY PUBLIC LIBRARY,-7.739878059534376
4064,TIMOTHY C. HAUENSTEIN REYNOLDS TOWNSHIP LIBRARY,-4.708134519178154
4066,RICHLAND COMMUNITY LIBRARY,-5.767265108139604
4068,LOIS WAGNER MEMORIAL LIBRARY,-5.421153979423069
4070,RIVERVIEW PUBLIC LIBRARY,-5.862655536879285
4071,ROCHESTER HILLS PUBLIC LIBRARY,-3.7071663138253372
4072,ROMEO DISTRICT LIBRARY,-5.197811180592766
4073,ROSEVILLE PUBLIC LIBRARY,-5.709534433484558
4074,ROYAL OAK PUBLIC LIBRARY,-5.552970124590057
4076,RUDYARD SCHOOL-PUBLIC LIBRARY,-4.988712897811513
4077,PUBLIC LIBRARIES OF SAGINAW,-5.473588912361862
4078,SALINE DISTRICT LIBRARY,-5.476299755052425
4079,SANDUSKY DISTRICT LIBRARY,-6.851582669236117
4080,SANILAC DISTRICT LIBRARY,-3.913269026024997
4081,SARANAC PUBLIC LIBRARY,-6.3097999339289785
4082,SAUGATUCK-DOUGLAS DISTRICT LIBRARY,-4.36280082391223
4083,SCHOOLCRAFT COMMUNITY LIBRARY,-7.707854558372032
4085,SHELBY TOWNSHIP LIBRARY,-6.279997890450157
4086,SHELBY AREA DISTRICT LIBRARY,-6.2394068864669086
4087,COMMUNITY DISTRICT LIBRARY,-7.5817873352381975
4091,SOUTH HAVEN MEMORIAL LIBRARY,-4.27358932874166
4092,SALEM-SOUTH LYON DISTRICT LIBRARY,-4.069674593172387
4093,SOUTHFIELD PUBLIC LIBRARY,-5.013891465093891
4094,SPARTA CARNEGIE TOWNSHIP LIBRARY,-6.19107336781821
4095,SPIES PUBLIC LIBRARY,-5.324578780975096
4096,SPRINGFIELD TOWNSHIP LIBRARY,-5.361030224901934
4097,SAINT CHARLES DISTRICT LIBRARY,-6.997550265790667
4098,SAINT CLAIR COUNTY LIBRARY,-5.55718450734082
4099,SAINT CLAIR SHORES PUBLIC LIBRARY,-5.849916664754825
4101,STAIR PUBLIC LIBRARY,-3.1935671792493254
4102,STERLING HEIGHTS PUBLIC LIBRARY,-5.373478893214373
4103,STURGIS DISTRICT LIBRARY,-6.298107219265135
4105,SURREY TOWNSHIP PUBLIC LIBRARY,-5.907355481110632
4107,TAHQUAMENON AREA PUBLIC LIBRARY,-7.722397347099219
4108,TAMARACK DISTRICT LIBRARY,-6.483604772168769
4110,TECUMSEH DISTRICT LIBRARY,-5.64039439933813
4112,THEODORE A. CUTLER MEMORIAL LIBRARY,-7.93493458414978
4113,THOMAS TOWNSHIP LIBRARY,-7.596590744760408
4114,THOMPSON HOME PUBLIC LIBRARY,-7.794123923343668
4115,THORNAPPLE KELLOGG SCHOOL AND COMMUNITY LIBRARY,-8.264095183361444
4117,THREE RIVERS PUBLIC LIBRARY,-4.986432009141054
4119,TRAVERSE AREA DISTRICT LIBRARY,-5.260671773490091
4120,TROY PUBLIC LIBRARY,-3.8970482038111096
4121,UTICA PUBLIC LIBRARY,-4.446638120370266
4122,VAN BUREN DISTRICT LIBRARY,-6.71140015585861
4123,VERMONTVILLE TOWNSHIP LIBRARY,-7.402256335462342
4125,CHIPPEWA RIVER DISTRICT LIBRARY SYSTEM,-6.390758640062857
4126,VICKSBURG DISTRICT LIBRARY,-5.36546305299291
4130,WALLED LAKE CITY LIBRARY,-5.501894044938094
4132,SPRING LAKE DISTRICT LIBRARY,-4.327142520499779
4133,WARREN PUBLIC LIBRARY,-4.627546697586756
4134,WATERFORD TOWNSHIP PUBLIC LIBRARY,-5.655335775917805
4136,WATERVLIET DISTRICT LIBRARY,-8.934549349166096
4137,WAYNE COUNTY PUBLIC LIBRARY,-7.470420815138838
4138,WEST BLOOMFIELD TOWNSHIP PUBLIC LIBRARY,-1.8183846281370457
4139,WEST BRANCH DISTRICT LIBRARY,-5.747745858980199
4140,WEST IRON DISTRICT LIBRARY,-5.534265882451923
4142,WHITE LAKE TOWNSHIP LIBRARY,-5.701625072163212
4143,WHITE PIGEON TOWNSHIP LIBRARY,-4.4506836871961335
4144,WHITE PINE LIBRARY,-7.33949564737139
4146,WHITE LAKE COMMUNITY LIBRARY,-6.0594889132145475
4147,WILLARD PUBLIC LIBRARY,-4.781875730714
4148,AITKIN MEMORIAL DISTRICT LIBRARY,-6.722770185115946
4150,WIXOM PUBLIC LIBRARY,-4.238643500490817
4153,YPSILANTI DISTRICT LIBRARY,-4.348905176406588
4154,HOWARD MILLER LIBRARY,-5.195252215287397
4155,NORTHFIELD TOWNSHIP AREA LIBRARY,-6.052466412600725
4156,REESE UNITY DISTRICT LIBRARY,-7.415723531931067
4158,MASON COUNTY DISTRICT LIBRARY,-5.743861855286027
4159,REDFORD TOWNSHIP DISTRICT LIBRARY,-5.6352366267791885
4160,WAYNE PUBLIC LIBRARY,-5.433306499110806
4161,ADDISON TOWNSHIP PUBLIC LIBRARY,-7.019187609694434
4162,ADRIAN PUBLIC LIBRARY,-6.511576291916891
4164,ALBION DISTRICT LIBRARY,-5.401788539083506
4165,ALCONA COUNTY LIBRARY,-6.5925521329037435
4166,ALLEGAN DISTRICT LIBRARY,-6.517016522556531
4167,ALLENDALE TOWNSHIP LIBRARY,-5.574616928391755
4168,ALMA PUBLIC LIBRARY,-1.9649341403804172
4169,ALPENA COUNTY LIBRARY,-4.239534351823652
4170,WILLIAM P. FAUST PUBLIC LIBRARY OF WESTLAND,-4.649074589764035
4171,CHESTERFIELD TOWNSHIP LIBRARY,-5.447569905067955
4173,MCBAIN COMMUNITY LIBRARY,-9.009074667876673
4174,FLAT ROCK PUBLIC LIBRARY,-5.469453766855163
4175,LEIGHTON TOWNSHIP LIBRARY,-4.77454103250476
4176,SALEM TOWNSHIP LIBRARY,-3.3410173631745144
4177,CAPITAL AREA DISTRICT LIBRARY,-4.843957505561464
4178,DEARBORN HEIGHTS CITY LIBRARIES,-5.886064400348485
4179,COMMERCE TOWNSHIP COMMUNITY LIBRARY,-4.340888213062932
4181,SCHULTZ-HOLMES MEMORIAL LIBRARY,-6.7410706591257545
4185,DELTA TOWNSHIP DISTRICT LIBRARY,-5.9532048430969855
4187,PATMOS LIBRARY,-5.210532478092356
4189,ARROWHEAD LIBRARY SYSTEM,-8.885388465391891
4197,CHISHOLM PUBLIC LIBRARY,-5.571794403991431
4198,CLOQUET PUBLIC LIBRARY,-4.939472483072918
4201,DULUTH PUBLIC LIBRARY,-5.864144789397926
4202,ELY PUBLIC LIBRARY,-3.594605539015667
4204,GILBERT PUBLIC LIBRARY,-3.1273469917806067
4205,GRAND MARAIS PUBLIC LIBRARY,-3.810839574726502
4206,GRAND RAPIDS AREA LIBRARY,-4.929293908992146
4207,HIBBING PUBLIC LIBRARY,-5.409002094419153
4209,INTERNATIONAL FALLS PUBLIC LIBRARY,-5.078221932970811
4214,MOOSE LAKE PUBLIC LIBRARY,-3.7676769003270154
4216,SILVER BAY PUBLIC LIBRARY,-3.4907446454972773
4217,TWO HARBORS PUBLIC LIBRARY,-3.5882950540636496
4218,VIRGINIA PUBLIC LIBRARY,-4.539725569788717
4219,EAST CENTRAL REGIONAL LIBRARY,-7.414591395190422
4220,GREAT RIVER REGIONAL LIBRARY,-6.808217175236661
4221,LAKE AGASSIZ REGIONAL LIBRARY,-5.989294018324141
4222,ANOKA COUNTY LIBRARY,-6.9924719809068145
4223,COLUMBIA HEIGHTS PUBLIC LIBRARY,-13.94341071494623
4224,CARVER COUNTY LIBRARY SYSTEM,-6.586448721243437
4225,DAKOTA COUNTY LIBRARY,-5.153737426808289
4226,SOUTH SAINT PAUL PUBLIC LIBRARY,-14.93900234166021
4227,HENNEPIN COUNTY LIBRARY,-5.400811189141027
4228,RAMSEY COUNTY LIBRARY,-5.294311476563865
4229,SAINT PAUL PUBLIC LIBRARY,-5.675058787005367
4230,SCOTT COUNTY LIBRARY,-6.689345587790832
4231,WASHINGTON COUNTY LIBRARY,-6.1343491360577
4232,BAYPORT PUBLIC LIBRARY,-1.501504817664161
4233,STILLWATER PUBLIC LIBRARY,-4.790435297329455
4234,NORTHWEST REGIONAL LIBRARY,-6.041469281019381
4235,PIONEERLAND LIBRARY SYSTEM,-7.5846075063408875
4239,JACKSON COUNTY LIBRARY,-4.795679707026646
4241,MARSHALL-LYON COUNTY LIBRARY,-5.9770570704171515
4243,MOUNTAIN LAKE PUBLIC LIBRARY,-3.704169557358206
4244,NOBLES COUNTY LIBRARY,-5.769370180021947
4245,REDWOOD FALLS PUBLIC LIBRARY,-3.8514571276997693
4246,ROCK COUNTY COMMUNITY LIBRARY,-5.5480054120988544
4247,SLAYTON PUBLIC LIBRARY,-5.547766271183213
4251,WINDOM PUBLIC LIBRARY,-2.995203385917311
4252,ALBERT LEA PUBLIC LIBRARY,-5.287837127729182
4253,AUSTIN PUBLIC LIBRARY,-3.9899400473676714
4255,CANNON FALLS LIBRARY,-5.3130687373345795
4256,CHATFIELD PUBLIC LIBRARY,-5.384046093497537
4258,FARIBAULT: BUCKHAM MEMORIAL LIBRARY,-5.4593307379085765
4261,KASSON PUBLIC LIBRARY,-5.173833957190715
4262,KENYON PUBLIC LIBRARY,-4.536054326013712
4263,LA CRESCENT PUBLIC LIBRARY,-4.691494524610559
4264,LAKE CITY PUBLIC LIBRARY,-5.666114338214131
4267,NORTHFIELD PUBLIC LIBRARY,-4.59292014395839
4268,OWATONNA-STEELE COUNTY LIBRARY,-5.0133074705751675
4269,PINE ISLAND: VAN HORN PUBLIC LIBRARY,-4.7261125153835755
4270,PLAINVIEW PUBLIC LIBRARY,-5.775306735957368
4272,RED WING PUBLIC LIBRARY,-5.26429253169663
4273,ROCHESTER PUBLIC LIBRARY,-4.466122232768936
4276,SPRING VALLEY PUBLIC LIBRARY,-4.056509191674061
4277,STEWARTVILLE PUBLIC LIBRARY,-5.269545989515446
4278,WABASHA PUBLIC LIBRARY,-4.967506574217541
4280,WINONA PUBLIC LIBRARY,-7.032914933368369
4284,NEW ULM PUBLIC LIBRARY,-5.092615892561322
4285,SLEEPY EYE: DYCKMAN FREE LIBRARY,-7.533488562609329
4286,SPRINGFIELD PUBLIC LIBRARY,-5.160065003518003
4288,MARTIN COUNTY LIBRARY,-6.421388220328198
4289,BLUE EARTH COUNTY LIBRARY,-7.15270990960448
4290,WASECA-LE SUEUR REGIONAL LIBRARY,-8.374321789881709
4291,WATONWAN COUNTY LIBRARY,-6.279746024747977
4292,VIKING LIBRARY SYSTEM,-10.748572142610822
4294,ELBOW LAKE: THORSON MEM LIBRARY,-1.2890756794443963
4295,FERGUS FALLS PUBLIC LIBRARY,-5.75686670728519
4296,GLENWOOD PUBLIC LIBRARY,-4.490825820253472
4298,MORRIS PUBLIC LIBRARY,-5.1476304252251595
4299,NEW YORK MILLS PUBLIC LIBRARY,-4.211471599307994
4300,PELICAN RAPIDS PUBLIC LIBRARY: A MULTICULTURAL LEARNING CENT,-0.0020935080989470723
4301,PERHAM AREA PUBLIC LIBRARY,-4.810144547056719
4302,WHEATON COMMUNITY LIBRARY,-3.3494724675161303
4303,EAST GRAND FORKS CAMPBELL LIBRARY,6.238298966817073
4309,PIPESTONE: MEINDERS COMMUNITY LIBRARY,-2.7366833164011286
4310,CROSBY: JESSIE F. HALLETT MEMORIAL LIBRARY,-1.7583007580083978
4311,DOUGLAS COUNTY LIBRARY,-6.342062063836963
4313,KITCHIGAMI REGIONAL LIBRARY,-7.518866434368476
4314,PLUM CREEK LIBRARY SYSTEM,-11.679064116967982
4315,LONSDALE PUBLIC LIBRARY,-7.835773787168795
4319,BLUE EARTH COMMUNITY LIBRARY,-5.158235014878365
4323,NORTH MANKATO TAYLOR LIBRARY,-9.989781903868089
4324,ST. PETER PUBLIC LIBRARY,-5.196129676221415
4325,SIBLEY COUNTY LIBRARY,-4.70481919999061
4330,CONSOLIDATED LIBRARY DISTRICT NO. 3,-4.46077097698442
4332,KELLER PUBLIC LIBRARY OF DEXTER,-7.0816252566295566
4335,WRIGHT COUNTY LIBRARY,-10.043522038040171
4337,KANSAS CITY PUBLIC LIBRARY,-5.823289317950303
4338,ADAIR COUNTY PUBLIC LIBRARY,-6.396250409547545
4340,MAPLEWOOD PUBLIC LIBRARY,-5.038486208706891
4342,MONTGOMERY CITY PUBLIC LIBRARY,-4.441253423734766
4343,SPRINGFIELD-GREENE COUNTY LIBRARY DISTRICT,-4.4399966489885845
4344,MOUNTAIN VIEW PUBLIC LIBRARY,-3.532839689380032
4346,PALMYRA BICENTENNIAL PUBLIC LIBRARY,-4.9113822010773776
4347,PIEDMONT PUBLIC LIBRARY,-6.017018815217674
4351,SAINT LOUIS PUBLIC LIBRARY,-5.701921736037533
4353,DANIEL BOONE REGIONAL LIBRARY,-4.974889875246814
4354,SAINT CHARLES CITY-COUNTY LIBRARY DISTRICT,-4.001423950299335
4355,SAINT LOUIS COUNTY LIBRARY,-5.179937469638028
4356,UNIVERSITY CITY PUBLIC LIBRARY,-5.560349027876086
4358,BOONSLICK REGIONAL LIBRARY,-6.130447906763626
4360,JOPLIN PUBLIC LIBRARY,-4.96436851490659
4361,STONE COUNTY LIBRARY,-9.371133743432413
4362,NEOSHO/NEWTON COUNTY LIBRARY,-7.786627986386058
4364,ATCHISON COUNTY LIBRARY,-7.730047449867694
4365,BROOKFIELD PUBLIC LIBRARY,-4.063049698360384
4366,MUNICIPAL LIBRARY DISTRICT OF THE CITY OF CAPE GIRARDEAU,-6.129903763659001
4367,DAVIESS COUNTY LIBRARY,-8.775435066029967
4368,GENTRY COUNTY LIBRARY,-1.670778977648781
4369,HANNIBAL FREE PUBLIC LIBRARY,-5.549056060231269
4370,GRUNDY COUNTY-JEWETT NORRIS LIBRARY,-8.120232093651829
4371,LITTLE DIXIE REGIONAL LIBRARIES,-5.762390857745335
4372,LIVINGSTON COUNTY LIBRARY,-2.9713130435549635
4373,MARYVILLE PUBLIC LIBRARY,-7.666056391425325
4374,MISSISSIPPI COUNTY LIBRARY DISTRICT,-7.592104841361686
4375,MERCER COUNTY LIBRARY,-4.810050914025333
4376,NORTH KANSAS CITY PUBLIC LIBRARY,-3.9950774718795654
4377,NORTHEAST MISSOURI LIBRARY SERVICE,-8.464279177702338
4378,OZARK REGIONAL LIBRARY,-9.734658587512271
4379,PUTNAM COUNTY PUBLIC LIBRARY,-7.173630251532872
4380,RAY COUNTY LIBRARY,-8.367220048507022
4381,SCENIC REGIONAL LIBRARY,-7.261931052829224
4382,SCOTLAND COUNTY MEMORIAL LIBRARY,-8.377538330295986
4383,SULLIVAN COUNTY PUBLIC LIBRARY,-10.22364537308908
4384,WASHINGTON COUNTY LIBRARY,-9.571902347498582
4385,DE SOTO PUBLIC LIBRARY,-5.96176137055356
4386,WASHINGTON PUBLIC LIBRARY,-5.499531227298968
4387,CARROLLTON PUBLIC LIBRARY,-0.6699683771100676
4388,FERGUSON MUNICIPAL PUBLIC LIBRARY DISTRICT,-5.941240642686718
4390,FARMINGTON PUBLIC LIBRARY,-6.166829784203406
4391,KIRKWOOD PUBLIC LIBRARY,-3.2761534801068564
4393,BRENTWOOD PUBLIC LIBRARY,-5.346696770797411
4394,RICHMOND HEIGHTS MEMORIAL LIBRARY,-4.588049089338667
4395,PARK HILLS PUBLIC LIBRARY,-9.239947886992804
4397,FESTUS PUBLIC LIBRARY,-5.59113044481615
4399,CITY OF WEBSTER GROVES MUNICIPAL LIBRARY,-5.778528968918819
4400,ROCK HILL PUBLIC LIBRARY,-5.005039060779794
4401,DALLAS COUNTY LIBRARY,-8.369268408295204
4402,HENRY COUNTY LIBRARY,-7.184797621328235
4403,HOWARD COUNTY PUBLIC LIBRARY,-8.617119432960449
4404,SEDALIA PUBLIC LIBRARY,-5.559090793524841
4405,MEXICO-AUDRAIN COUNTY LIBRARY DISTRICT,-8.39210146778867
4406,CENTRALIA PUBLIC LIBRARY,-0.8565390813276001
4408,CAMDEN COUNTY LIBRARY,-6.260151516084776
4410,CAMERON PUBLIC LIBRARY,-8.921151849521426
4414,MACON PUBLIC LIBRARY,-3.558066837770688
4415,CARNEGIE PUBLIC LIBRARY,-5.697557228738957
4418,SALEM PUBLIC LIBRARY,-4.033620105704876
4419,MCDONALD COUNTY LIBRARY,-7.6903440674648325
4421,WEST PLAINS PUBLIC LIBRARY,-5.1398416170870735
4422,NEVADA PUBLIC LIBRARY,-5.838341149597698
4423,CHRISTIAN COUNTY LIBRARY,-7.60090432046793
4424,DOUGLAS COUNTY PUBLIC LIBRARY,-10.60093911212296
4426,SAINT CLAIR COUNTY LIBRARY,-4.618855946951152
4427,WEBB CITY PUBLIC LIBRARY,-2.7317574772584727
4429,TEXAS COUNTY LIBRARY,-8.856008530575602
4430,BONNE TERRE MEMORIAL LIBRARY,-5.559265936860649
4434,CARTHAGE PUBLIC LIBRARY,-6.972301011537448
4435,BOLLINGER COUNTY LIBRARY,-7.843513289140816
4436,CARUTHERSVILLE PUBLIC LIBRARY,-6.211310137011255
4439,DUNKLIN COUNTY LIBRARY,-8.90650522873077
4440,SIKESTON PUBLIC LIBRARY,-7.878131313222097
4441,RIVERSIDE REGIONAL LIBRARY,-8.126755669787633
4443,JACKSON PUBLIC LIBRARY,-10.088275096244768
4444,NEW MADRID COUNTY LIBRARY,-10.997253134778399
4445,REYNOLDS COUNTY LIBRARY DISTRICT,-10.633235983417695
4446,DONIPHAN-RIPLEY COUNTY LIBRARY DISTRICT,-6.602181734815768
4448,MARSHALL PUBLIC LIBRARY,-6.577541864558405
4449,JAMES MEMORIAL LIBRARY,-2.629552422961901
4450,CARTER COUNTY LIBRARY,-11.616952597228696
4453,JEFFERSON COUNTY LIBRARY DISTRICT,-6.2391473958258095
4456,OREGON COUNTY LIBRARY DISTRICT,-8.266998181776668
4460,MONITEAU COUNTY LIBRARY,-6.762148586494274
4461,BARTON COUNTY LIBRARY,-6.136730849303414
4462,HEARTLAND REGIONAL LIBRARY SYSTEM,-7.400323419505764
4463,MISSOURI RIVER REGIONAL LIBRARY,-5.048197197623308
4464,CEDAR COUNTY LIBRARY DISTRICT,-8.049394293221392
4465,DADE COUNTY LIBRARY,-8.862542089809354
4466,HICKORY COUNTY LIBRARY,-8.928850325453102
4467,POLK COUNTY LIBRARY,-8.447933924130941
4468,SULLIVAN PUBLIC LIBRARY,-6.9709392436766064
4469,WEBSTER COUNTY LIBRARY,-6.8876641566565695
4471,LEBANON-LACLEDE COUNTY LIBRARY,0.03702622292595154
4472,PULASKI COUNTY LIBRARY,-9.532871619141307
4474,ROLLING HILLS CONSOLIDATED,-5.514012744823397
4476,ST JOSEPH PUBLIC LIBRARY,-5.742035365947518
4480,YALOBUSHA COUNTY LIBRARY,-16.409805770737854
4481,BOLIVAR COUNTY LIBRARY,-9.890622394560166
4483,CARNEGIE PUBLIC LIBRARY,-7.440144501132548
4484,CENTRAL MISSISSIPPI REGIONAL LIBRARY,-6.985831094705782
4485,COPIAH-JEFFERSON REGIONAL LIBRARY,-7.243060291578393
4486,DIXIE REGIONAL LIBRARY SYSTEM,-9.328771101673484
4487,EAST MISSISSIPPI REGIONAL LIBRARY,-7.342401050137246
4488,ELIZABETH JONES LIBRARY,-6.665360833086839
4489,GREENWOOD-LEFLORE PUBLIC LIBRARY,-11.050088845891425
4491,HANCOCK COUNTY LIBRARY,-6.220633463502772
4492,HARRIETTE PERSON MEMORIAL LIBRARY,-6.725931305464429
4493,HARRISON COUNTY LIBRARY SYSTEM,-8.006111936804267
4494,"THE LIBRARY OF HATTIESBURG, PETAL & FORREST C",-5.366002168572696
4495,NATCHEZ ADAMS WILKINSON LIBRARY SERVICE,-9.386496169210815
4496,HUMPHREYS COUNTY LIBRARY SYSTEM,-8.149827953051238
4497,JACKSON-GEORGE REGIONAL LIBRARY SYSTEM,-6.5942411771242835
4498,JACKSON/HINDS LIBRARY SYSTEM,-8.830767448136262
4499,UNION COUNTY LIBRARY SYSTEM,-8.42800757258221
4500,KEMPER-NEWTON REGIONAL LIBRARY,-15.096879655677833
4501,LAUREL-JONES COUNTY LIBRARY,-11.25407905788573
4502,LEE-ITAWAMBA LIBRARY SYSTEM,-8.042063973546904
4503,LINCOLN-LAWRENCE-FRANKLIN REGIONAL LIBRARY,-8.74335122355994
4504,LONG BEACH PUBLIC LIBRARY,-7.169295319460337
4505,COLUMBUS-LOWNDES PUBLIC LIBRARY,-9.238562921234934
4506,MADISON COUNTY LIBRARY SYSTEM,-7.4980656035518845
4507,MARKS-QUITMAN COUNTY LIBRARY,-14.138841905164941
4508,MARSHALL COUNTY LIBRARY,-13.436385169365936
4509,MERIDIAN-LAUDERDALE COUNTY PUBLIC LIBRARY,-9.64584657520912
4510,MID-MISSISSIPPI REGIONAL LIBRARY,-8.08704688686963
4511,NESHOBA COUNTY PUBLIC LIBRARY,-10.907328022563124
4512,NORTHEAST REGIONAL LIBRARY,-8.126769450705902
4513,NOXUBEE COUNTY LIBRARY,-11.863432609085653
4514,STARKVILLE-OKTIBBEHA COUNTY PUBLIC LIBRARY SY,-9.677428522121831
4515,PEARL RIVER COUNTY LIBRARY SYSTEM,-9.900429484524821
4516,PIKE-AMITE-WALTHALL LIBRARY SYSTEM,-9.134684116439201
4517,PINE FOREST REGIONAL LIBRARY,-15.814740833842365
4518,YAZOO LIBRARY ASSOCIATION,-7.523252152508437
4519,SOUTH MISSISSIPPI REGIONAL LIBRARY,-9.148055198595712
4520,SUNFLOWER COUNTY LIBRARY,-9.394159884448955
4521,TALLAHATCHIE COUNTY LIBRARY,-11.649576398949078
4522,TOMBIGBEE REGIONAL LIBRARY,-7.128284204564336
4523,WARREN COUNTY-VICKSBURG PUBLIC LIBRARY,-7.074722060187495
4524,WASHINGTON COUNTY LIBRARY,-10.12128751018293
4526,SHARKEY-ISSAQUENA COUNTY LIBRARY,-1.7565649611131628
