,LIBNAME,new
9506,ATTALLA - ETOWAH COUNTY PUBLIC LIBRARY,-6.976848807324881
9507,RAINBOW CITY PUBLIC LIBRARY,-6.274509681143088
9508,DEMOPOLIS PUBLIC LIBRARY,-5.098436345625831
9510,MARSHALL COUNTY COOPERATIVE LIBRARY,-28.14706897625705
9511,ARAB PUBLIC LIBRARY,-7.478422653985477
9512,BOAZ PUBLIC LIBRARY,-5.123667581527797
9513,GUNTERSVILLE PUBLIC LIBRARY,-3.9326365883233603
9514,ALBERTVILLE PUBLIC LIBRARY,-10.045040894061279
9515,HARRISON REGIONAL LIBRARY SYSTEM,-8.36780186254321
9516,ALABASTER - ALBERT L. SCOTT LIBRARY,-5.837015041276293
9517,CALERA PUBLIC LIBRARY,-5.111564062881234
9518,COLUMBIANA PUBLIC LIBRARY,-2.5101108226404465
9519,HELENA - JANE B. HOLMES PUBLIC LIBRARY,-2.8940580103581075
9521,MONTEVALLO - PARNELL MEMORIAL LIBRARY,-5.120337241236975
9524,NORTH SHELBY LIBRARY,-7.089853059196618
9529,ST. CLAIR COUNTY LIBRARY,-11.536781454293266
9531,MOODY - DORIS STANLEY MEMORIAL LIBRARY,-9.972590929015798
9533,PELL CITY PUBLIC LIBRARY,-5.3013207194572285
9535,LIVINGSTON - RUBY PICKENS TARTT PUBLIC LIBRARY,-7.469549314033356
9536,ANNISTON - CALHOUN COUNTY PUBLIC LIBRARY,-7.614270957817502
9537,JACKSONVILLE PUBLIC LIBRARY,-5.421404195399012
9540,DOTHAN / HOUSTON-LOVE MEMORIAL LIBRARY,-11.318584443412863
9543,BRENT - CENTREVILLE PUBLIC LIBRARY,-17.197655347842854
9544,CHILTON - CLANTON PUBLIC LIBRARY,-17.845697375452357
9545,CHOCTAW COUNTY PUBLIC LIBRARY,-13.576457291202408
9546,CITRONELLE MEMORIAL LIBRARY,-7.153267688356862
9548,HUNTSVILLE - MADISON COUNTY PUBLIC LIBRARY,-4.116480495346981
9550,GREENVILLE - BUTLER COUNTY PUBLIC LIBRARY,-10.501634934764857
9552,CHICKASAW - INA PULLEN SMALLWOOD MEMORIAL LIBRARY,-13.635481435548837
9553,JACKSON - WHITE SMITH MEMORIAL LIBRARY,-4.910887355357268
9557,SCOTTSBORO PUBLIC LIBRARY,-14.925797460914342
9558,ONEONTA PUBLIC LIBRARY,-8.799896012554981
9559,THOMASVILLE PUBLIC LIBRARY,-4.018438262030117
9560,MACON COUNTY - TUSKEGEE PUBLIC LIBRARY,-10.86874190634491
9563,PRICHARD PUBLIC LIBRARY,-6.940371196416497
9564,WASHINGTON COUNTY PUBLIC LIBRARY,-3.1437888323736383
9565,EVERGREEN PUBLIC LIBRARY,-10.276493302452947
9566,MOBILE PUBLIC LIBRARY,-5.402670953590936
9567,MONTGOMERY CITY-COUNTY PUBLIC LIBRARY,-6.471564291493064
9570,KILLEN PUBLIC LIBRARY,-5.884908147539851
9572,AUTAUGA - PRATTVILLE PUBLIC LIBRARY,-6.6335750341675155
9573,FAYETTE COUNTY MEMORIAL LIBRARY,-8.874222130532104
9574,PHENIX CITY - RUSSELL COUNTY PUBLIC LIBRARY,-8.152293723437387
9575,SELMA - DALLAS COUNTY PUBLIC LIBRARY,-6.156016357948512
9576,TUSCALOOSA PUBLIC LIBRARY,-7.2240042234151245
9577,WILCOX COUNTY LIBRARY,-12.241508931341595
9578,MONROE COUNTY PUBLIC LIBRARY,-6.819855149784195
9579,CULLMAN COUNTY PUBLIC LIBRARY SYSTEM,-12.532594530012778
9580,VALLEY - H. GRADY BRADSHAW / CHAMBERS COUNTY LIBRARY,-4.62822966055059
9585,EUFAULA CARNEGIE LIBRARY,-6.471153931463717
9587,DALEVILLE PUBLIC LIBRARY,-7.444272105831928
9592,ORANGE BEACH PUBLIC LIBRARY,-3.1648826275958473
9593,SATSUMA PUBLIC LIBRARY,-6.775433169989826
9602,DUTTON PUBLIC LIBRARY,-4.883077737753368
9604,SUMMERDALE - MARJORIE YOUNCE SNOOK PUBLIC LIBRARY,-2.8088809786506914
9614,GREEN POND - WOODSTOCK PUBLIC LIBRARY,-5.273873710528117
9615,CENTRAL ARKANSAS LIBRARY SYSTEM,-5.799822167496428
9616,WASHINGTON COUNTY LIBRARY SYSTEM,-4.637195860107407
9617,MARION COUNTY LIBRARY,-7.329434477524208
9618,SOUTHWEST ARKANSAS REGIONAL LIBRARY,-15.455537263238583
9619,MID ARKANSAS REGIONAL LIBRARY SYSTEM,-10.835180673142885
9620,GARLAND COUNTY LIBRARY,-3.3703996482834286
9621,WHITE RIVER REGIONAL LIBRARY,-11.071274248729463
9622,PINE BLUFF JEFFERSON COUNTY LIBRARY SYSTEM,-7.710317262217092
9623,CROWLEY RIDGE REGIONAL LIBRARY,-2.2271572215479343
9624,COLUMBIA COUNTY LIBRARY,-9.128131128514651
9625,FORT SMITH PUBLIC LIBRARY,-3.3717766121738597
9626,ARKANSAS RIVER VALLEY REGIONAL LIBRARY,-6.989393809537849
9627,NORTHEAST ARKANSAS REGIONAL LIBRARY,-8.351987024007826
9628,SOUTHEAST ARKANSAS REGIONAL LIBRARY,-5.9179417483664505
9629,PHILLIPS LEE MONROE REGIONAL LIBRARY SYSTEM,-15.771597245070073
9630,WILLIAM F. LAMAN PUBLIC LIBRARY,-4.5224567459905245
9631,FAULKNER-VAN BUREN REGIONAL LIBRARY SYSTEM,-6.926780371095933
9632,WHITE COUNTY REGIONAL LIBRARY SYSTEM,-7.8303155541277105
9633,BARTON LIBRARY,-10.640322041489137
9634,POPE COUNTY LIBRARY SYSTEM,-8.77010011100638
9635,SCOTT SEBASTIAN REGIONAL LIBRARY,-11.008123237020017
9636,EAST CENTRAL ARKANSAS REGIONAL LIBRARY,-7.059325105786449
9637,WEST MEMPHIS PUBLIC LIBRARY,-7.904388476585063
9638,ASHLEY COUNTY LIBRARY,-8.045362241552912
9639,W.A. BILLINGSLEY/JACKSON COUNTY LIBRARY,-10.727935415044513
9640,TEXARKANA PUBLIC LIBRARY,-6.904677565510522
9641,CONWAY COUNTY LIBRARY,-8.790008288721285
9642,LAWRENCE COUNTY LIBRARY,-7.747696604172811
9643,FORREST CITY PUBLIC LIBRARY,-7.006001076605365
9644,BENTONVILLE PUBLIC LIBRARY,-0.6449529790823432
9645,BAXTER COUNTY LIBRARY,-4.4626083256361255
9646,MISSISSIPPI/CRITTENDEN REGIONAL LIBRARY,-7.996135097339031
9648,ARKANSAS COUNTY LIBRARY,-8.160467035458833
9650,BELLA VISTA PUBLIC LIBRARY,-4.734826544746017
9651,SALINE COUNTY LIBRARY,-6.1771100689532314
9652,ROGERS PUBLIC LIBRARY,-4.2563313248728845
9653,CRAWFORD COUNTY LIBRARY SYSTEM,-6.010398068651446
9654,CARROLL AND MADISON LIBRARY SYSTEM,-5.823988831192442
9655,BOONE COUNTY LIBRARY,-6.588373641290123
9656,NEWTON COUNTY,-7.85854806264298
9657,CLARK COUNTY LIBRARY,-10.577407878386273
9658,LAFAYETTE COUNTY LIBRARY,-8.525223559316501
9659,OUACHITA MOUNTAINS REGIONAL LIBRARY,-11.019229775796541
9660,PUBLIC LIBRARY OF CAMDEN & OUACHITA COUNTY,-15.668288145929878
9662,FAYETTEVILLE PUBLIC LIBRARY,-1.9658100446178586
9665,JIM G. FERGUSON SEARCY COUNTY LIBRARY,-6.5287735705415315
9667,HEMPSTEAD COUNTY LIBRARY,-12.04430262613042
9673,COCHISE COUNTY LIBRARY DISTRICT,-7.408046111127085
9675,SAFFORD CITY - GRAHAM COUNTY LIBRARY,-7.11339878790309
9676,PARKER PUBLIC LIBRARY,-2.448370975519037
9678,AVONDALE PUBLIC LIBRARY,-7.235078990214515
9679,BUCKEYE PUBLIC LIBRARY,-8.823319515036165
9680,CHANDLER PUBLIC LIBRARY,-6.471382689855478
9681,GLENDALE PUBLIC LIBRARY,-5.4254551179401505
9682,CITY OF MESA MAIN LIBRARY,-7.218596380612702
9683,PHOENIX PUBLIC LIBRARY,-6.518551351515873
9684,SCOTTSDALE PUBLIC LIBRARY,-3.0523831029899755
9685,TEMPE PUBLIC LIBRARY,-6.105658901760278
9686,TOLLESON PUBLIC LIBRARY,-4.443798878328281
9687,WICKENBURG PUBLIC LIBRARY,-4.253662932415608
9688,MOHAVE COUNTY LIBRARY DISTRICT,-6.322411364754412
9690,PINAL COUNTY LIBRARY DISTRICT,-8.411922712233732
9691,PIMA COUNTY PUBLIC LIBRARY,-5.3627028074273655
9692,NOGALES/SANTA CRUZ COUNTY PUBLIC LIBRARY,-9.351202385089557
9694,YAVAPAI COUNTY LIBRARY DISTRICT,-6.451284695865925
9697,DESERT FOOTHILLS LIBRARY,-1.0576177552149257
9698,PEORIA PUBLIC LIBRARY SYSTEM,-5.268763845311896
9700,OFFICE OF NAVAJO NATION LIBRARY,-19.9894907889139
9701,GILA COUNTY LIBRARY DISTRICT,-6.354711331045964
9702,COLORADO RIVER INDIAN TRIBES LIBRARY/ARCHIVES,-7.085222032259458
9703,QUARTZSITE PUBLIC LIBRARY,-1.4090769043862268
9705,NAVAJO COUNTY LIBRARY DISTRICT,-6.621410924221571
9707,BENSON PUBLIC LIBRARY,-3.126315587796729
9708,COPPER QUEEN LIBRARY,-2.832844712254146
9710,HUACHUCA CITY PUBLIC LIBRARY,-3.2870406675671653
9711,SIERRA VISTA PUBLIC LIBRARY,-5.895579851630306
9713,ELSIE S. HOGAN COMMUNITY LIBRARY,-4.464734670188239
9714,APACHE JUNCTION PUBLIC LIBRARY,-3.937794830888061
9715,CASA GRANDE PUBLIC LIBRARY,-5.052035107520729
9719,GLOBE PUBLIC LIBRARY,-5.59303373887276
9720,HAYDEN PUBLIC LIBRARY,-4.007021068927972
9722,PAYSON PUBLIC LIBRARY,-3.283064684209541
9723,ISABELLE HUNT MEMORIAL PUBLIC LIBRARY,-2.62446984956712
9727,COOLIDGE PUBLIC LIBRARY,-5.529734584901919
9729,FLORENCE COMMUNITY LIBRARY,-7.298344361349425
9730,KEARNY PUBLIC LIBRARY,-5.792289089823183
9732,MARICOPA PUBLIC LIBRARY,-6.810613830037675
9734,CAMP VERDE COMMUNITY LIBRARY,-6.408762021237519
9735,CHINO VALLEY PUBLIC LIBRARY,-4.947394974614162
9737,COTTONWOOD PUBLIC LIBRARY,-5.405160049188344
9740,SEDONA PUBLIC LIBRARY,-2.570268328436884
9741,PRESCOTT PUBLIC LIBRARY,-3.3877363058712744
9742,HOLBROOK PUBLIC LIBRARY,-5.306392629625721
9743,LARSON MEMORIAL PUBLIC LIBRARY,-4.984211017047233
9744,SHOW LOW PUBLIC LIBRARY,-3.483629125072309
9745,SNOWFLAKE-TAYLOR PUBLIC LIBRARY,-6.196644925533709
9746,WINSLOW PUBLIC LIBRARY,-6.1144010635679145
9748,PAGE PUBLIC LIBRARY,7.413712364120344
9750,FLAGSTAFF CITY-COCONINO COUNTY PUBLIC LIBRARY,-4.645797641127741
9766,ALAMEDA COUNTY LIBRARY,-5.660411272952525
9767,ALAMEDA FREE LIBRARY,-6.002063130403409
9768,ALHAMBRA CIVIC CENTER LIBRARY,-6.3453063509613585
9769,ALPINE COUNTY LIBRARY/ARCHIVES,-4.3953796877074165
9770,ALTADENA LIBRARY DISTRICT,-4.822889690142104
9771,AMADOR COUNTY LIBRARY,-8.212128849338777
9772,ANAHEIM PUBLIC LIBRARY,-7.293282715428075
9773,ARCADIA PUBLIC LIBRARY,-5.4794939565840926
9774,PLACER COUNTY LIBRARY,-6.714163136608121
9775,AZUSA CITY LIBRARY,-7.134082232886632
9776,BERKELEY PUBLIC LIBRARY,-6.373080318267387
9777,BEVERLY HILLS PUBLIC LIBRARY,-5.89727669778589
9778,BRAWLEY PUBLIC LIBRARY,-8.604450404167903
9779,BUENA PARK LIBRARY DISTRICT,-6.313853137420288
9780,BURBANK PUBLIC LIBRARY,-4.8394643368343235
9781,BURLINGAME PUBLIC LIBRARY,-4.789379828410693
9782,BUTTE COUNTY LIBRARY,-8.081985744121823
9783,CALAVERAS COUNTY LIBRARY,-11.937029535945987
9784,CAMARENA MEMORIAL PUBLIC LIBRARY,-7.091750175062042
9785,CARLSBAD CITY LIBRARY,-5.111977532048173
9786,HARRISON MEMORIAL LIBRARY,-4.755591168791334
9787,CERRITOS PUBLIC LIBRARY,-4.2717058866222395
9788,CHULA VISTA PUBLIC LIBRARY,-7.808739136745925
9789,COALINGA-HURON UNIFIED SCHOOL DISTRICT LIBR,-6.487659835859964
9790,COLTON PUBLIC LIBRARY,-18.017883023060975
9791,COLUSA COUNTY FREE LIBRARY,-7.731895973270275
9792,CITY OF COMMERCE PUBLIC LIBRARY,-5.0023968859800245
9793,CONTRA COSTA COUNTY LIBRARY,-6.440103373506673
9794,CORONA PUBLIC LIBRARY,-8.034089358413706
9795,COVINA PUBLIC LIBRARY,-7.3188635968208855
9796,DALY CITY PUBLIC LIBRARY,-6.405998299011205
9797,DEL NORTE COUNTY LIBRARY DISTRICT,-9.857330364276724
9798,DIXON PUBLIC LIBRARY DISTRICT,-3.5838242980512263
9799,DOWNEY CITY LIBRARY,-8.192161104633309
9800,EL CENTRO PUBLIC LIBRARY,-10.784821489460876
9801,EL DORADO COUNTY LIBRARY,-7.903850930753915
9802,EL SEGUNDO PUBLIC LIBRARY,-5.313580160197556
9803,ESCONDIDO PUBLIC LIBRARY,-6.943570690274443
9804,HUMBOLDT COUNTY LIBRARY,-7.676324186140283
9805,FRESNO COUNTY PUBLIC LIBRARY,-6.638975039686515
9806,FULLERTON PUBLIC LIBRARY,-5.549486884780824
9807,GLENDALE PUBLIC LIBRARY,-5.935906808244807
9808,GLENDORA LIBRARY & CULTURAL CENTER,-5.755054578560705
9809,HAYWARD PUBLIC LIBRARY,-5.881489936402448
9810,HEMET PUBLIC LIBRARY,-7.051918104937491
9811,HUNTINGTON BEACH PUBLIC LIBRARY,-6.154213742149012
9812,IMPERIAL COUNTY LIBRARY,-10.717892645538129
9813,IMPERIAL PUBLIC LIBRARY,-9.192410745879405
9814,INGLEWOOD PUBLIC LIBRARY,-8.27709769140622
9815,INYO COUNTY FREE LIBRARY,-7.878792731959136
9816,KERN COUNTY LIBRARY,-10.852241176400614
9817,KINGS COUNTY LIBRARY,-8.001911894280326
9818,LAKE COUNTY LIBRARY,-7.0973273763504
9819,LARKSPUR PUBLIC LIBRARY,-5.231104263732875
9820,LINCOLN PUBLIC LIBRARY,-6.585921388829783
9821,LIVERMORE PUBLIC LIBRARY,-4.69518269611833
9822,LODI PUBLIC LIBRARY,-7.078758582286102
9823,LOMPOC PUBLIC LIBRARY,-4.035320675558418
9824,LONG BEACH PUBLIC LIBRARY,-3.0034276048258546
9825,COUNTY OF LOS ANGELES PUBLIC LIBRARY,-6.621221379270545
9826,LOS ANGELES PUBLIC LIBRARY,-6.085901111716598
9827,MADERA COUNTY LIBRARY,-11.874202415707956
9828,MARIN COUNTY FREE LIBRARY,-5.359558588145655
9829,MENDOCINO COUNTY LIBRARY,-7.31829144518873
9830,MENLO PARK PUBLIC LIBRARY,-4.356078550384849
9831,MERCED COUNTY LIBRARY,-10.23775741881671
9832,MILL VALLEY PUBLIC LIBRARY,-4.300584404857258
9833,MODOC COUNTY LIBRARY,-8.057418402468805
9834,MONO COUNTY FREE LIBRARY,-4.811019092958701
9835,MONROVIA PUBLIC LIBRARY,-6.229689093622303
9836,MONTEREY COUNTY FREE LIBRARIES,-6.898324022654822
9837,MONTEREY PUBLIC LIBRARY,-5.392260831461484
9838,MONTEREY PARK BRUGGEMEYER LIBRARY,-5.6400559824336245
9839,MOUNTAIN VIEW PUBLIC LIBRARY,-4.6464802015155
9840,NAPA CITY-COUNTY LIBRARY,-5.44175484752647
9841,NATIONAL CITY PUBLIC LIBRARY,-3.1996337414507803
9842,NEVADA COUNTY LIBRARY,-6.508719559295306
9843,NEWPORT BEACH PUBLIC LIBRARY,-4.5466215977608115
9844,OAKLAND PUBLIC LIBRARY,-6.423238505570725
9845,OCEANSIDE PUBLIC LIBRARY,-6.834284034023171
9846,ONTARIO CITY LIBRARY,-6.833480759849748
9847,ORANGE COUNTY PUBLIC LIBRARIES,-6.5783783019054445
9848,ORANGE PUBLIC LIBRARY,-6.730055079072566
9849,ORLAND FREE LIBRARY,-6.680828913447326
9850,OXNARD PUBLIC LIBRARY,-7.099259785973139
9851,PACIFIC GROVE PUBLIC LIBRARY,-5.489633452847123
9852,PALMDALE CITY LIBRARY,-9.664279624183909
9853,PALM SPRINGS PUBLIC LIBRARY,-4.522170165452539
9854,PALO ALTO CITY LIBRARY,-4.986289640487123
9855,PALOS VERDES LIBRARY DISTRICT,-5.408388355546894
9856,PALO VERDE VALLEY LIBRARY DISTRICT,-13.765216060300368
9857,PASADENA PUBLIC LIBRARY,-5.8583978948884265
9858,PASO ROBLES PUBLIC LIBRARY,-5.697453442191785
9859,PLACENTIA LIBRARY DISTRICT,-6.380915454787927
9860,PLUMAS COUNTY LIBRARY,-8.853565449639596
9861,POMONA PUBLIC LIBRARY,-10.815244655601767
9862,PORTERVILLE PUBLIC LIBRARY,-5.808782835239369
9863,REDONDO BEACH PUBLIC LIBRARY,-6.2459819867036055
9864,REDWOOD CITY PUBLIC LIBRARY,-2.7262665137935382
9865,RICHMOND PUBLIC LIBRARY,-6.640885402916614
9866,RIVERSIDE PUBLIC LIBRARY,-7.560653428691174
9867,ROSEVILLE PUBLIC LIBRARY,-6.829538263161764
9868,SACRAMENTO PUBLIC LIBRARY,-6.345416614125925
9869,SALINAS PUBLIC LIBRARY,-7.010241850136149
9870,SAN ANSELMO PUBLIC LIBRARY,-5.054599513210386
9871,SAN BENITO COUNTY FREE LIBRARY,-9.21436348685196
9873,SAN BERNARDINO PUBLIC LIBRARY,-9.615868766962778
9874,SAN BRUNO PUBLIC LIBRARY,-5.501396813535109
9875,SAN DIEGO COUNTY LIBRARY,-4.7281097308383355
9876,SAN DIEGO PUBLIC LIBRARY,-6.3610856740005275
9877,SAN FRANCISCO PUBLIC LIBRARY,-5.398338797434397
9878,SAN JOSE PUBLIC LIBRARY,-5.837331236852658
9880,SAN LEANDRO PUBLIC LIBRARY,-4.962419372259374
9881,SAN LUIS OBISPO CITY-COUNTY LIBRARY,-5.479890276347149
9882,CROWELL PUBLIC LIBRARY,-4.927937249959531
9883,SAN MATEO COUNTY LIBRARY,-4.492549003474856
9884,SAN MATEO PUBLIC LIBRARY,-5.330740989668248
9885,SAN RAFAEL PUBLIC LIBRARY,-5.761808134865565
9886,SANTA ANA PUBLIC LIBRARY,-11.363925962427993
9887,SANTA BARBARA PUBLIC LIBRARY,-5.636627283492986
9888,SANTA CLARA CITY LIBRARY,-5.999240065898052
9891,SANTA FE SPRINGS CITY LIBRARY,-5.530179663186488
9892,SANTA MARIA PUBLIC LIBRARY,-6.961993539156378
9893,SANTA MONICA PUBLIC LIBRARY,-5.40378718320133
9895,SAUSALITO PUBLIC LIBRARY,-5.014280071446904
9897,SIERRA MADRE PUBLIC LIBRARY,-5.224463844957784
9898,SISKIYOU COUNTY FREE LIBRARY,-17.65845477459988
9899,SOLANO COUNTY LIBRARY,-4.746787658244911
9900,SONOMA COUNTY LIBRARY,-5.5409473313166275
9901,SOUTH PASADENA PUBLIC LIBRARY,-5.222056016153966
9902,SOUTH SAN FRANCISCO PUBLIC LIBRARY,-5.172914431097455
9903,STANISLAUS COUNTY FREE LIBRARY,-8.678368518781877
9904,ST. HELENA PUBLIC LIBRARY,-3.5098676555159325
9905,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,-8.310789106747455
9906,SUNNYVALE PUBLIC LIBRARY,-4.952168131358003
9907,SUTTER COUNTY LIBRARY,-2.9452210590753682
9908,TEHAMA COUNTY LIBRARY,-11.389295026397155
9909,TORRANCE PUBLIC LIBRARY,-6.254714839127097
9910,TRINITY COUNTY FREE LIBRARY,-8.465847754163049
9911,TULARE COUNTY FREE LIBRARY,-9.9202514918558
9912,TULARE PUBLIC LIBRARY,-6.856622634037572
9913,TUOLUMNE COUNTY LIBRARY,-7.8513085048378475
9914,UPLAND PUBLIC LIBRARY,-8.038028308294395
9915,VENTURA COUNTY LIBRARY,-8.192596573418015
9916,WATSONVILLE PUBLIC LIBRARY,-6.70223833392087
9917,WHITTIER PUBLIC LIBRARY,-6.870478452695077
9918,WILLOWS PUBLIC LIBRARY,-9.95107757141926
9919,WOODLAND PUBLIC LIBRARY,-6.408274030603858
9920,YOLO COUNTY LIBRARY,-5.568877870208427
9921,YORBA LINDA PUBLIC LIBRARY,-5.07962320166659
9922,YUBA COUNTY LIBRARY,-10.598399534806061
9923,CORONADO PUBLIC LIBRARY,-5.4228677043226705
9924,IRWINDALE PUBLIC LIBRARY,-5.159913214647015
9926,BENICIA PUBLIC LIBRARY,-4.901019856659147
9927,LOS GATOS PUBLIC LIBRARY,-2.7440421463158975
9928,A. K. SMILEY PUBLIC LIBRARY,-6.008046196904957
9929,SIGNAL HILL PUBLIC LIBRARY,-5.634246444996944
9930,BANNING LIBRARY DISTRICT,-5.593839602639123
9931,BEAUMONT LIBRARY DISTRICT,-6.970230603716684
9932,THOUSAND OAKS LIBRARY,-5.516797402441062
9933,MARIPOSA COUNTY LIBRARY,-4.396550591890077
9934,FOLSOM PUBLIC LIBRARY,-6.731485701421384
9935,RANCHO CUCAMONGA PUBLIC LIBRARY,-7.185263828498524
9936,LASSEN LIBRARY DISTRICT,-12.836818106754842
9937,RANCHO MIRAGE PUBLIC LIBRARY,-3.669078584028645
9938,BELVEDERE-TIBURON LIBRARY,-2.937308929788791
9939,MISSION VIEJO LIBRARY,-5.996440395183058
9941,MORENO VALLEY PUBLIC LIBRARY,-9.703507502737661
9942,CALABASAS CITY LIBRARY,-5.326356786119458
9943,MURRIETA PUBLIC LIBRARY,-8.334405801808632
9944,PLEASANTON PUBLIC LIBRARY,-4.5914140261974765
9945,VICTORVILLE CITY LIBRARY,-10.738176017924346
9948,RANGEVIEW LIBRARY DISTRICT,-5.552230314603368
9950,ALAMOSA PUBLIC LIBRARY,-3.3986951225855195
9951,ARAPAHOE LIBRARY DISTRICT,-4.453780361729
9952,UPPER SAN JUAN LIBRARY DISTRICT,-5.131548355646568
9953,AURORA PUBLIC LIBRARY,-8.822786549446745
9955,BASALT REGIONAL LIBRARY DISTRICT,-4.859484372642271
9956,PINE RIVER PUBLIC LIBRARY DISTRICT/BAYFIELD,-4.714011724241201
9957,BERTHOUD COMMUNITY LIBRARY DISTRICT,-6.14529048128789
9958,BOULDER PUBLIC LIBRARY,-4.3032987058532655
9959,BROOMFIELD/EISENHOWER PUBLIC LIBRARY,-4.399013246219392
9960,EAST MORGAN COUNTY LIBRARY DISTRICT/BRUSH,-5.7693605332764575
9961,NORTHERN CHAFFEE COUNTY LIB DIST/BUENA VISTA,-3.609583526213305
9962,BURLINGTON PUBLIC LIBRARY,-5.061855232288093
9963,CANON CITY PUBLIC LIBRARY,-3.362966803093561
9964,CONEJOS COUNTY LIBRARY DISTRICT,-11.728336039221908
9965,CORTEZ PUBLIC LIBRARY,-5.759964021583945
9967,MOFFAT COUNTY LIBRARY,-6.451554805640063
9968,WEST CUSTER COUNTY LIBRARY DISTRICT,-3.8413327299845403
9970,DENVER PUBLIC LIBRARY,-4.497522709718735
9972,DOLORES LIBRARY DISTRICT/MONTEZUMA COUNTY,-5.551137392980044
9973,DOUGLAS COUNTY LIBRARIES,-4.156054403130918
9974,DURANGO PUBLIC LIBRARY,-4.893539205484242
9975,EAGLE VALLEY LIBRARY DISTRICT,-5.192618310666813
9976,ELBERT COUNTY LIBRARY DISTRICT,-6.024862309678876
9977,ENGLEWOOD PUBLIC LIBRARY,-4.789899575700213
9978,ESTES VALLEY PUBLIC LIBRARY DISTRICT,-4.35306116999792
9979,JOHN C. FREMONT LIBRARY DISTRICT (FLORENCE),-4.514922001007758
9980,POUDRE RIVER PUBLIC LIBRARY DISTRICT,-4.418079752112271
9981,FORT MORGAN PUBLIC LIBRARY,-5.389092167722976
9983,GARFIELD CO PUBLIC LIBRARY DISTRICT,-5.3884071775289275
9984,GILPIN COUNTY LIBRARY DISTRICT,-5.511321190146567
9985,GRAND COUNTY LIBRARY DISTRICT,-5.000292228439892
9986,GUNNISON COUNTY LIBRARY DISTRICT,-5.601052825226875
9988,WEST ROUTT LIBRARY DISTRICT/HAYDEN,-5.973089135804612
9990,HOLYOKE/HEGINBOTHAM LIBRARY,-3.7367622753512633
9991,SPANISH PEAKS LIBRARY DISTRICT,-6.238291820390381
9994,JEFFERSON COUNTY PUBLIC LIBRARY,-4.398220969536987
9997,LA JUNTA/WOODRUFF MEMORIAL LIBRARY,-2.172260126168672
9998,LA VETA REGIONAL LIBRARY DISTRICT,-2.023684608621801
9999,LAFAYETTE PUBLIC LIBRARY,-4.248779915341957
10001,LAKE COUNTY PUBLIC LIBRARY,-5.84499156547047
10002,LAMAR PUBLIC LIBRARY,-5.103751846375921
10005,LITTLETON/BEMIS PUBLIC LIBRARY,-3.7228111439487956
10006,LONGMONT PUBLIC LIBRARY,-5.0797418364609
10007,LOUISVILLE PUBLIC LIBRARY,-4.77486442473629
10008,LOVELAND PUBLIC LIBRARY,-5.494009819770721
10010,MANCOS PUBLIC LIBRARY DISTRICT,-4.562748536627724
10011,MANITOU SPRINGS PUBLIC LIBRARY,-2.681293873847911
10013,MEEKER REGIONAL LIBRARY DISTRICT,-6.343496562238455
10014,MESA COUNTY PUBLIC LIBRARY DISTRICT,-5.406649551060141
10016,MONTROSE REGIONAL LIBRARY DISTRICT,-5.7955535147923785
10017,SAN MIGUEL LIBRARY DISTRICT # 2/NORWOOD PL,-5.490297269247696
10021,PARK COUNTY PUBLIC LIBRARY,-6.783693412556942
10022,PENROSE LIBRARY DISTRICT,-2.8103929555772758
10023,PIKES PEAK LIBRARY DISTRICT,-3.5341570388153354
10024,PITKIN COUNTY LIBRARY,-5.161762326201596
10025,PUEBLO CITY-COUNTY LIBRARY DISTRICT,-3.740067252974636
10026,RANGELY REGIONAL LIBRARY DISTRICT,-5.436294659530787
10027,ROCKY FORD PUBLIC LIBRARY,-1.415062266010027
10029,SOUTHERN TELLER COUNTY SCHOOL/PUBLIC LIB DIST,-5.040442240734335
10030,NORTHERN SAGUACHE COUNTY LIBRARY DISTRICT,-5.09801008628599
10031,SOUTHERN CHAFFEE COUNTY REGIONAL LIB DIST/SALIDA,-3.3726558882233943
10032,SECURITY PUBLIC LIBRARY,-5.536654360394474
10034,EAST ROUTT LIBRARY DISTRICT,-3.8948576827734387
10035,STERLING PUBLIC LIBRARY,-5.559738138066479
10037,SUMMIT COUNTY LIBRARY,-5.759391737985878
10039,SAN MIGUEL LIBRARY DISTRICT # 1/TELLURIDE,-3.64029847163869
10040,TRINIDAD/CARNEGIE PUBLIC LIBRARY,-6.67517736109122
10041,VAIL PUBLIC LIBRARY,-3.1835459544483773
10042,WELLINGTON PUBLIC LIBRARY,-6.251945855802949
10043,WESTMINSTER PUBLIC LIBRARY,-5.017662690266772
10044,CLEARVIEW LIBRARY DISTRICT,-5.858823418081461
10045,RAMPART LIBRARY DISTRICT/WOODLAND PARK/FLORISSANT,-5.393769433150989
10046,WRAY PUBLIC LIBRARY,-3.768635253140766
10047,YUMA PUBLIC LIBRARY,-5.013143280441488
10048,IGNACIO COMMUNITY LIBRARY DISTRICT,-6.668980604859971
10049,CLEAR CREEK COUNTY LIBRARY DISTRICT,-5.325237970142952
10050,DELTA COUNTY PUBLIC LIBRARY DISTRICT,-4.559194538691237
10051,HIGH PLAINS LIBRARY DISTRICT,-5.375700777180493
10052,RIO GRANDE LIBRARY DISTRICT,-9.161478669487018
10055,RED FEATHER MOUNTAIN LIBRARY DISTRICT,-5.09692234129902
10056,EAST CHEYENNE COUNTY LIBRARY DISTRICT,-4.623741197024743
